Noncandidate Committee Name,Candidate Name,CC Reg No,Candidate Committee Name,Date,Amount,Non-Monetary (Yes or No),Reg No,Election Period,Office,District,County,Party
ActBlue Hawaii,"Lawrence, Tiare",CC11226,Tiare Lawrence for Maui,05/08/2016,$70.00,N,NC20302,2014-2016,House,12,,Democrat
ActBlue Hawaii,"Lawrence, Tiare",CC11226,Tiare Lawrence for Maui,05/08/2016,$70.00,N,NC20302,2014-2016,House,12,,Democrat
ActBlue Hawaii,"Lawrence, Tiare",CC11226,Tiare Lawrence for Maui,05/08/2016,$45.00,N,NC20302,2014-2016,House,12,,Democrat
ActBlue Hawaii,"Lawrence, Tiare",CC11226,Tiare Lawrence for Maui,05/08/2016,$15.00,N,NC20302,2014-2016,House,12,,Democrat
ActBlue Hawaii,"Lawrence, Tiare",CC11226,Tiare Lawrence for Maui,05/08/2016,$30.00,N,NC20302,2014-2016,House,12,,Democrat
ActBlue Hawaii,"Lawrence, Tiare",CC11226,Tiare Lawrence for Maui,05/08/2016,$15.00,N,NC20302,2014-2016,House,12,,Democrat
ActBlue Hawaii,"Lawrence, Tiare",CC11226,Tiare Lawrence for Maui,05/08/2016,$100.00,N,NC20302,2014-2016,House,12,,Democrat
ActBlue Hawaii,"Lawrence, Tiare",CC11226,Tiare Lawrence for Maui,05/08/2016,$35.00,N,NC20302,2014-2016,House,12,,Democrat
ActBlue Hawaii,"Lawrence, Tiare",CC11226,Tiare Lawrence for Maui,05/15/2016,$100.00,N,NC20302,2014-2016,House,12,,Democrat
ActBlue Hawaii,"Lawrence, Tiare",CC11226,Tiare Lawrence for Maui,05/15/2016,$500.00,N,NC20302,2014-2016,House,12,,Democrat
ActBlue Hawaii,"Lawrence, Tiare",CC11226,Tiare Lawrence for Maui,05/22/2016,$100.00,N,NC20302,2014-2016,House,12,,Democrat
ActBlue Hawaii,"Lawrence, Tiare",CC11226,Tiare Lawrence for Maui,05/22/2016,$100.00,N,NC20302,2014-2016,House,12,,Democrat
ActBlue Hawaii,"Lawrence, Tiare",CC11226,Tiare Lawrence for Maui,06/05/2016,$500.00,N,NC20302,2014-2016,House,12,,Democrat
ActBlue Hawaii,"Lawrence, Tiare",CC11226,Tiare Lawrence for Maui,06/26/2016,$250.00,N,NC20302,2014-2016,House,12,,Democrat
ActBlue Hawaii,"LoPresti, Matthew",CC10794,Friends for Matthew LoPresti,05/10/2015,$100.00,N,NC20302,2014-2016,House,41,,Democrat
ActBlue Hawaii,"LoPresti, Matthew",CC10794,Friends for Matthew LoPresti,12/31/2015,$50.00,N,NC20302,2014-2016,House,41,,Democrat
ActBlue Hawaii,"LoPresti, Matthew",CC10794,Friends for Matthew LoPresti,02/21/2016,$100.00,N,NC20302,2014-2016,House,41,,Democrat
ActBlue Hawaii,"LoPresti, Matthew",CC10794,Friends for Matthew LoPresti,04/17/2016,$100.00,N,NC20302,2014-2016,House,41,,Democrat
ActBlue Hawaii,"LoPresti, Matthew",CC10794,Friends for Matthew LoPresti,04/24/2016,$25.00,N,NC20302,2014-2016,House,41,,Democrat
ActBlue Hawaii,"LoPresti, Matthew",CC10794,Friends for Matthew LoPresti,04/24/2016,$50.00,N,NC20302,2014-2016,House,41,,Democrat
ActBlue Hawaii,"LoPresti, Matthew",CC10794,Friends for Matthew LoPresti,05/01/2016,$50.00,N,NC20302,2014-2016,House,41,,Democrat
ActBlue Hawaii,"LoPresti, Matthew",CC10794,Friends for Matthew LoPresti,05/29/2016,$150.00,N,NC20302,2014-2016,House,41,,Democrat
ActBlue Hawaii,"LoPresti, Matthew",CC10794,Friends for Matthew LoPresti,06/12/2016,$500.00,N,NC20302,2014-2016,House,41,,Democrat
ActBlue Hawaii,"LoPresti, Matthew",CC10794,Friends for Matthew LoPresti,06/12/2016,$100.00,N,NC20302,2014-2016,House,41,,Democrat
ActBlue Hawaii,"LoPresti, Matthew",CC10794,Friends for Matthew LoPresti,06/30/2016,$100.00,N,NC20302,2014-2016,House,41,,Democrat
ActBlue Hawaii,"LoPresti, Matthew",CC10794,Friends for Matthew LoPresti,06/30/2016,$150.00,N,NC20302,2014-2016,House,41,,Democrat
ActBlue Hawaii,"LoPresti, Matthew",CC10794,Friends for Matthew LoPresti,06/30/2016,$500.00,N,NC20302,2014-2016,House,41,,Democrat
ActBlue Hawaii,"Nakoa, Keone",CC11229,Friends of Keone Nakoa,03/27/2016,$50.00,N,NC20302,2014-2016,Senate,13,,Democrat
ActBlue Hawaii,"Nakoa, Keone",CC11229,Friends of Keone Nakoa,03/27/2016,$50.00,N,NC20302,2014-2016,Senate,13,,Democrat
ActBlue Hawaii,"Nakoa, Keone",CC11229,Friends of Keone Nakoa,03/27/2016,$20.00,N,NC20302,2014-2016,Senate,13,,Democrat
ActBlue Hawaii,"Nakoa, Keone",CC11229,Friends of Keone Nakoa,03/27/2016,$100.00,N,NC20302,2014-2016,Senate,13,,Democrat
ActBlue Hawaii,"Nakoa, Keone",CC11229,Friends of Keone Nakoa,03/27/2016,$50.00,N,NC20302,2014-2016,Senate,13,,Democrat
ActBlue Hawaii,"Nakoa, Keone",CC11229,Friends of Keone Nakoa,04/10/2016,$50.00,N,NC20302,2014-2016,Senate,13,,Democrat
ActBlue Hawaii,"Nakoa, Keone",CC11229,Friends of Keone Nakoa,04/17/2016,$250.00,N,NC20302,2014-2016,Senate,13,,Democrat
ActBlue Hawaii,"Nakoa, Keone",CC11229,Friends of Keone Nakoa,04/10/2016,$50.00,N,NC20302,2014-2016,Senate,13,,Democrat
ActBlue Hawaii,"Nakoa, Keone",CC11229,Friends of Keone Nakoa,03/27/2016,$100.00,N,NC20302,2014-2016,Senate,13,,Democrat
ActBlue Hawaii,"Nakoa, Keone",CC11229,Friends of Keone Nakoa,04/03/2016,$250.00,N,NC20302,2014-2016,Senate,13,,Democrat
ActBlue Hawaii,"Nakoa, Keone",CC11229,Friends of Keone Nakoa,03/27/2016,$50.00,N,NC20302,2014-2016,Senate,13,,Democrat
ActBlue Hawaii,"Nakoa, Keone",CC11229,Friends of Keone Nakoa,04/17/2016,$50.00,N,NC20302,2014-2016,Senate,13,,Democrat
ActBlue Hawaii,"Nakoa, Keone",CC11229,Friends of Keone Nakoa,04/17/2016,$100.00,N,NC20302,2014-2016,Senate,13,,Democrat
ActBlue Hawaii,"Nakoa, Keone",CC11229,Friends of Keone Nakoa,05/22/2016,$20.00,N,NC20302,2014-2016,Senate,13,,Democrat
ActBlue Hawaii,"Nakoa, Keone",CC11229,Friends of Keone Nakoa,05/08/2016,$200.00,N,NC20302,2014-2016,Senate,13,,Democrat
ActBlue Hawaii,"Nakoa, Keone",CC11229,Friends of Keone Nakoa,05/13/2016,$100.00,N,NC20302,2014-2016,Senate,13,,Democrat
ActBlue Hawaii,"Quinlan, Sean",CC11250,Friends of Sean Quinlan,06/12/2016,$250.00,N,NC20302,2014-2016,House,47,,Democrat
ActBlue Hawaii,"Quinlan, Sean",CC11250,Friends of Sean Quinlan,06/26/2016,$50.00,N,NC20302,2014-2016,House,47,,Democrat
ActBlue Hawaii,"Quinlan, Sean",CC11250,Friends of Sean Quinlan,08/13/2016,$54.00,N,NC20302,2014-2016,House,47,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Anderson, Ikaika",CC10472,Friends of J. Ikaika Anderson,03/09/2016,$2000.00,N,NC20007,2014-2016,Honolulu Council,3,Honolulu,Non-Partisan
"Alexander & Baldwin, Inc. HiPAC","Anderson, J. Ikaika",CC10472,Friends of J. Ikaika Anderson,02/05/2015,$2000.00,N,NC20007,2014-2016,Honolulu Council,3,Honolulu,Non-Partisan
"Alexander & Baldwin, Inc. HiPAC","Aquino, Henry",CC10375,Friends of Henry Aquino,03/26/2015,$100.00,N,NC20007,2014-2016,House,38,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Aquino, Henry",CC10375,Friends of Henry Aquino,03/28/2016,$100.00,N,NC20007,2014-2016,House,38,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Baker, Rosalyn",CC10135,Friends of Rosalyn Baker,05/05/2015,$250.00,N,NC20007,2014-2016,Senate,6,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Baker, Rosalyn",CC10135,Friends of Rosalyn Baker,05/04/2016,$250.00,N,NC20007,2014-2016,Senate,6,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Brun, Arthur",CC11032,Friends of Arthur Brun,07/25/2016,$250.00,N,NC20007,2014-2016,Kauai Council,At-Large,Kauai,Non-Partisan
"Alexander & Baldwin, Inc. HiPAC","Cachola, Romy",CC10137,Friends of Romy Cachola,06/18/2015,$100.00,N,NC20007,2014-2016,House,30,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Cachola, Romy",CC10137,Friends of Romy Cachola,04/08/2016,$100.00,N,NC20007,2014-2016,House,30,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Creagan, Richard",CC11027,Friends of Richard Creagan,02/18/2016,$100.00,N,NC20007,2014-2016,House,5,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Cullen, Ty",CC10466,Friends of Ty  Cullen,03/28/2016,$100.00,N,NC20007,2014-2016,House,39,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Cullen, Ty Diaz",CC10466,Friends of Ty  Cullen,03/26/2015,$100.00,N,NC20007,2014-2016,House,39,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Dela Cruz, Donovan",CC10171,Friends for Donovan Dela Cruz,01/13/2015,$100.00,N,NC20007,2014-2016,Senate,22,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Dela Cruz, Donovan",CC10171,Friends for Donovan Dela Cruz,01/13/2016,$100.00,N,NC20007,2014-2016,Senate,22,,Democrat
"Alexander & Baldwin, Inc. HiPAC","English, Kalani",CC10140,J. Kalani English Election Committee,04/01/2015,$250.00,N,NC20007,2014-2016,Senate,7,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Espero, William",CC10229,Friends of Will Espero,04/30/2015,$100.00,N,NC20007,2014-2016,Senate,19,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Espero, William",CC10229,Friends of Will Espero,04/19/2016,$100.00,N,NC20007,2014-2016,Senate,19,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Evans, Cindy",CC10236,Cindy Evans for State Representative,01/20/2015,$100.00,N,NC20007,2014-2016,House,7,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Evans, Cindy",CC10236,Cindy Evans for State Representative,01/25/2016,$100.00,N,NC20007,2014-2016,House,7,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Fukumoto, Beth",CC10645,Friends of Beth Fukumoto,02/02/2016,$100.00,N,NC20007,2014-2016,House,36,,Republican
"Alexander & Baldwin, Inc. HiPAC","Gabbard, Mike",CC10279,Mike Gabbard - State Senate,01/13/2016,$250.00,N,NC20007,2014-2016,Senate,20,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Har, Sharon",CC10243,Friends of Sharon Har,04/09/2015,$100.00,N,NC20007,2014-2016,House,42,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Har, Sharon",CC10243,Friends of Sharon Har,03/11/2016,$100.00,N,NC20007,2014-2016,House,42,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Hashem, Mark",CC10626,Friends of Mark Hashem,02/24/2015,$100.00,N,NC20007,2014-2016,House,18,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Hashem, Mark",CC10626,Friends of Mark Hashem,04/08/2016,$100.00,N,NC20007,2014-2016,House,18,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Ige, David",CC10147,David Ige for Governor,05/25/2016,$1200.00,N,NC20007,2014-2016,Governor,,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Ito, Ken",CC10180,Friends of Ken Ito,04/09/2015,$100.00,N,NC20007,2014-2016,House,49,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Ito, Ken",CC10180,Friends of Ken Ito,03/11/2016,$100.00,N,NC20007,2014-2016,House,49,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Johanson, Aaron",CC10612,Friends of Aaron Johanson,03/16/2015,$100.00,N,NC20007,2014-2016,House,31,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Johanson, Aaron",CC10612,Friends of Aaron Johanson,03/28/2016,$100.00,N,NC20007,2014-2016,House,31,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Jordan, Georgette ""Jo""",CC10803,Friends of Jo Jordan,04/09/2015,$100.00,N,NC20007,2014-2016,House,44,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Jordan, Jo",CC10803,Friends of Jo Jordan,03/11/2016,$100.00,N,NC20007,2014-2016,House,44,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Kahele, Gilbert",CC10801,Friends of Gil Kahele,01/14/2015,$100.00,N,NC20007,2014-2016,Senate,1,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Kahele, Kaialii",CC11209,Friends of Kaiali'i Kahele,02/23/2016,$100.00,N,NC20007,2014-2016,Senate,1,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Keith-Agaran, Gilbert",CC10537,Friends of Gil Keith-Agaran,01/05/2015,$250.00,N,NC20007,2014-2016,Senate,5,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Keith-Agaran, Gilbert",CC10537,Friends of Gil Keith-Agaran,01/13/2016,$250.00,N,NC20007,2014-2016,Senate,5,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Keohokalole, Jarrett",CC11056,Friends of Jarrett Keohokalole,01/13/2015,$100.00,N,NC20007,2014-2016,House,48,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Keohokalole, Jarrett",CC11056,Friends of Jarrett Keohokalole,01/18/2016,$100.00,N,NC20007,2014-2016,House,48,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Kidani, Michelle",CC10494,Friends of Michelle Kidani,02/03/2015,$100.00,N,NC20007,2014-2016,Senate,18,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Kouchi, Ron",CC10226,Kouchi for Senate,01/13/2016,$350.00,N,NC20007,2014-2016,Senate,8,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Kualii, KipuKai",CC10353,KUALI`I for Kaua`i,07/08/2016,$1000.00,N,NC20007,2014-2016,Kauai Council,At-Large,Kauai,Democrat
"Alexander & Baldwin, Inc. HiPAC","LoPresti, Matthew",CC10794,Friends for Matthew LoPresti,01/13/2015,$100.00,N,NC20007,2014-2016,House,41,,Democrat
"Alexander & Baldwin, Inc. HiPAC","LoPresti, Matthew",CC10794,Friends for Matthew LoPresti,01/18/2016,$100.00,N,NC20007,2014-2016,House,41,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Luke, Sylvia",CC10186,Friends of Sylvia Luke,03/16/2015,$250.00,N,NC20007,2014-2016,House,25,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Luke, Sylvia",CC10186,Friends of Sylvia Luke,02/18/2016,$250.00,N,NC20007,2014-2016,House,25,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Martin, Ernest",CC10568,Friends of Ernie Martin,02/13/2015,$2000.00,N,NC20007,2014-2016,Honolulu Council,2,Honolulu,Democrat
"Alexander & Baldwin, Inc. HiPAC","Martin, Ernest",CC10568,Friends of Ernie Martin,08/20/2015,$1000.00,N,NC20007,2014-2016,Honolulu Council,2,Honolulu,Democrat
"Alexander & Baldwin, Inc. HiPAC","Matsumoto, Lauren",CC10863,Friends of Lauren Matsumoto,02/02/2016,$100.00,N,NC20007,2014-2016,House,45,,Republican
"Alexander & Baldwin, Inc. HiPAC","McDermott, Bob",CC10923,Bob McDermott for State House,04/21/2015,$100.00,N,NC20007,2014-2016,House,40,,Republican
"Alexander & Baldwin, Inc. HiPAC","McDermott, Bob",CC10923,Bob McDermott for State House,04/18/2016,$100.00,N,NC20007,2014-2016,House,40,,Republican
"Alexander & Baldwin, Inc. HiPAC","McKelvey, Angus",CC10264,McKelvey for House,05/05/2015,$250.00,N,NC20007,2014-2016,House,10,,Democrat
"Alexander & Baldwin, Inc. HiPAC","McKelvey, Angus",CC10264,McKelvey for House,04/08/2016,$250.00,N,NC20007,2014-2016,House,10,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Menor, Ron",CC10158,Friends for Menor,08/12/2015,$1000.00,N,NC20007,2014-2016,Honolulu Council,9,Honolulu,Democrat
"Alexander & Baldwin, Inc. HiPAC","Menor, Ron",CC10158,Friends for Menor,06/20/2016,$2000.00,N,NC20007,2014-2016,Honolulu Council,9,Honolulu,Democrat
"Alexander & Baldwin, Inc. HiPAC","Morikawa, Daynette",CC10631,Friends of D. Morikawa,01/20/2015,$250.00,N,NC20007,2014-2016,House,16,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Morikawa, Daynette",CC10631,Friends of D. Morikawa,01/25/2016,$250.00,N,NC20007,2014-2016,House,16,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Nakashima, Mark",CC10352,Friends of Mark Nakashima,03/16/2015,$100.00,N,NC20007,2014-2016,House,1,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Nakashima, Mark",CC10352,Friends of Mark Nakashima,01/18/2016,$100.00,N,NC20007,2014-2016,House,1,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Onishi, Richard",CC10965,Friends for Richard Onishi,02/18/2016,$100.00,N,NC20007,2014-2016,House,3,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Ozawa, Trevor",CC11006,Friends of Trevor Ozawa,02/25/2015,$1000.00,N,NC20007,2014-2016,Honolulu Council,4,Honolulu,Non-Partisan
"Alexander & Baldwin, Inc. HiPAC","Ozawa, Trevor",CC11006,Friends of Trevor Ozawa,03/08/2016,$2000.00,N,NC20007,2014-2016,Honolulu Council,4,Honolulu,Non-Partisan
"Alexander & Baldwin, Inc. HiPAC","Pine, Kymberly",CC10295,Friends of Kymberly Pine,06/07/2016,$2000.00,N,NC20007,2014-2016,Honolulu Council,1,Honolulu,Republican
"Alexander & Baldwin, Inc. HiPAC","Pouha, Feki",CC11013,Friends of Feki Pouha,02/02/2016,$100.00,N,NC20007,2014-2016,House,47,,Republican
"Alexander & Baldwin, Inc. HiPAC","Rhoads, Karl",CC10195,Friends of Karl Rhoads,01/05/2015,$150.00,N,NC20007,2014-2016,Senate,13,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Rhoads, Karl",CC10195,Friends of Karl Rhoads,01/18/2016,$150.00,N,NC20007,2014-2016,Senate,13,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Rhoads, Karl",CC10195,Friends of Karl Rhoads,07/27/2016,$250.00,N,NC20007,2014-2016,Senate,13,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Ruderman, Russell",CC10860,Friends of Russell Ruderman,01/05/2015,$250.00,N,NC20007,2014-2016,Senate,2,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Ruderman, Russell",CC10860,Friends of Russell Ruderman,02/02/2016,$100.00,N,NC20007,2014-2016,Senate,2,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Saiki, Scott",CC10197,Friends of Scott Saiki,04/13/2015,$250.00,N,NC20007,2014-2016,House,26,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Saiki, Scott",CC10197,Friends of Scott Saiki,04/12/2016,$250.00,N,NC20007,2014-2016,House,26,,Democrat
"Alexander & Baldwin, Inc. HiPAC","San Buenaventura, Joy ",CC11014,Friends of Joy San Buenaventura,01/13/2015,$100.00,N,NC20007,2014-2016,House,4,,Democrat
"Alexander & Baldwin, Inc. HiPAC","San Buenaventura, Joy",CC11014,Friends of Joy San Buenaventura,01/18/2016,$100.00,N,NC20007,2014-2016,House,4,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Souki, Joseph",CC10259,Friends of Joseph Souki,03/16/2015,$350.00,N,NC20007,2014-2016,House,8,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Souki, Joseph",CC10259,Friends of Joseph Souki,04/23/2015,$1000.00,N,NC20007,2014-2016,House,8,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Souki, Joseph",CC10259,Friends of Joseph Souki,03/08/2016,$350.00,N,NC20007,2014-2016,House,8,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Tokioka, James",CC10278,Friends of James Kunane Tokioka,03/11/2016,$250.00,N,NC20007,2014-2016,House,15,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Tokuda, Jill",CC10282,Friends of Jill Tokuda,04/28/2015,$250.00,N,NC20007,2014-2016,Senate,24,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Tokuda, Jill",CC10282,Friends of Jill Tokuda,08/04/2015,$250.00,N,NC20007,2014-2016,Senate,24,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Tokuda, Jill",CC10282,Friends of Jill Tokuda,05/04/2016,$250.00,N,NC20007,2014-2016,Senate,24,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Victorino, Michael",CC10248,Friends to Elect Michael Victorino,08/12/2015,$1000.00,N,NC20007,2014-2016,Maui Council,Wailuku,Maui,Non-Partisan
"Alexander & Baldwin, Inc. HiPAC","White, Michael",CC10669,Friends of Mike White,09/25/2015,$1000.00,N,NC20007,2014-2016,Maui Council,Makawao,Maui,Non-Partisan
"Alexander & Baldwin, Inc. HiPAC","Yamane, Ryan",CC10235,Friends of Ryan Yamane,03/26/2015,$250.00,N,NC20007,2014-2016,House,37,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Yamane, Ryan",CC10235,Friends of Ryan Yamane,03/28/2016,$250.00,N,NC20007,2014-2016,House,37,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Yamashita, Kyle",CC10232,Good Friends of Kyle Yamashita,03/04/2015,$250.00,N,NC20007,2014-2016,House,12,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Yamashita, Kyle",CC10232,Good Friends of Kyle Yamashita,03/02/2016,$250.00,N,NC20007,2014-2016,House,12,,Democrat
"Alexander & Baldwin, Inc. HiPAC","Yukimura, JoAnn",CC10262,JoAnn Yukimura's Many Friends,07/08/2016,$150.00,N,NC20007,2014-2016,Kauai Council,At-Large,Kauai,Democrat
Alliance for Solar Choice (TASC) (The),"Kouchi, Ron",CC10226,Kouchi for Senate,07/24/2015,$1000.00,N,NC20588,2014-2016,Senate,8,,Democrat
Alliance for Solar Choice (TASC) (The),"LoPresti, Matthew",CC10794,Friends for Matthew LoPresti,04/21/2016,$500.00,N,NC20588,2014-2016,House,41,,Democrat
Alliance for Solar Choice (TASC) (The),"Luke, Sylvia",CC10186,Friends of Sylvia Luke,01/07/2016,$200.00,N,NC20588,2014-2016,House,25,,Democrat
Alliance for Solar Choice (TASC) (The),"Martin, Ernest",CC10568,Friends of Ernie Martin,09/11/2015,$2000.00,N,NC20588,2014-2016,Honolulu Council,2,Honolulu,Democrat
Alliance for Solar Choice (TASC) (The),"Nakashima, Mark",CC10352,Friends of Mark Nakashima,01/07/2016,$200.00,N,NC20588,2014-2016,House,1,,Democrat
Alliance for Solar Choice (TASC) (The),"Saiki, Scott",CC10197,Friends of Scott Saiki,01/07/2016,$200.00,N,NC20588,2014-2016,House,26,,Democrat
Alliance for Solar Choice (TASC) (The),"Tokuda, Jill",CC10282,Friends of Jill Tokuda,04/24/2015,$1000.00,N,NC20588,2014-2016,Senate,24,,Democrat
Allstate Insurance Company,"Aquino, Henry",CC10375,Friends of Henry Aquino,11/03/2015,$250.00,N,NC20556,2014-2016,House,38,,Democrat
Allstate Insurance Company,"Baker, Rosalyn",CC10135,Friends of Rosalyn Baker,11/03/2015,$1000.00,N,NC20556,2014-2016,Senate,6,,Democrat
Allstate Insurance Company,"Cullen, Ty",CC10466,Friends of Ty  Cullen,11/03/2015,$150.00,N,NC20556,2014-2016,House,39,,Democrat
Allstate Insurance Company,"English, Kalani",CC10140,J. Kalani English Election Committee,11/03/2015,$250.00,N,NC20556,2014-2016,Senate,7,,Democrat
Allstate Insurance Company,"Keohokalole, Jarrett",CC11056,Friends of Jarrett Keohokalole,11/03/2015,$150.00,N,NC20556,2014-2016,House,48,,Democrat
Allstate Insurance Company,"Kouchi, Ron",CC10226,Kouchi for Senate,11/03/2015,$1000.00,N,NC20556,2014-2016,Senate,8,,Democrat
Allstate Insurance Company,"Luke, Sylvia",CC10186,Friends of Sylvia Luke,11/03/2015,$250.00,N,NC20556,2014-2016,House,25,,Democrat
Allstate Insurance Company,"McKelvey, Angus",CC10264,McKelvey for House,11/03/2015,$500.00,N,NC20556,2014-2016,House,10,,Democrat
Allstate Insurance Company,"Souki, Joseph",CC10259,Friends of Joseph Souki,11/03/2015,$150.00,N,NC20556,2014-2016,House,8,,Democrat
Allstate Insurance Company,"Tokuda, Jill",CC10282,Friends of Jill Tokuda,11/03/2015,$500.00,N,NC20556,2014-2016,Senate,24,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Aquino, Henry",CC10375,Friends of Henry Aquino,09/21/2015,$1000.00,N,NC20569,2014-2016,House,38,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Aquino, Henry",CC10375,Friends of Henry Aquino,06/29/2016,$1000.00,N,NC20569,2014-2016,House,38,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Awana, Karen",CC11000,Friends of Karen Awana,06/29/2016,$500.00,N,NC20569,2014-2016,House,43,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Cachola, Romy",CC10137,Friends of Romy Cachola,09/21/2015,$500.00,N,NC20569,2014-2016,House,30,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Cachola, Romy",CC10137,Friends of Romy Cachola,06/29/2016,$500.00,N,NC20569,2014-2016,House,30,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Creagan, Richard",CC11027,Friends of Richard Creagan,09/21/2015,$500.00,N,NC20569,2014-2016,House,5,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Brower, Tom",CC10290,Friends of Tom Brower,06/29/2016,$1000.00,N,NC20569,2014-2016,House,22,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Choy, Isaac",CC10504,Friends For Isaac W. Choy,06/29/2016,$500.00,N,NC20569,2014-2016,House,23,,Democrat
"Altria Client Services LLC & Its Affiliates-Philip Morris USA Inc, John Middleton Co, US Smokeless Tobacco Co & Nu Mark ","Creagan, Richard",CC11027,Friends of Richard Creagan,06/29/2016,$500.00,N,NC20569,2014-2016,House,5,,Democrat
